USLAX,CA,PACOIMA,,,,,,450,415,,,,,,,,405,,,,,,,,,,515,,,445,,,390,,,,,631,,,405, $530.00 , $505.00 , $480.00 ,LAX,15
USLAX,CA,RANCHO CUCAMONGA,,707.81,680,,,470,450,,,,,,,,,,,579,,,,,775,,550,,,460,578,,435,450,,,,750,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USLAX,CA,RANCHO SANTA MARGARITA,,,,,,450,415,,,,,,,,405,,,,,,,,,,515,,,445,,,390,,,,,678,,,405, $530.00 , $505.00 , $480.00 ,LAX,15
USLAX,CA,RIALTO,,727.98,680,,,480,450,,,565,,,,,,,,566,,,,,1000,,580,,,475,504,,435,670,,,,809,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USLAX,CA,SAN CLEMENTE,,700,,,,450,415,,,525,,,,,,,,572,,,,,,,515,,,445,485,,430,,,,,809,,,430, $555.00 , $530.00 , $505.00 ,LAX,15
USLAX,CA,SAN DIEGO,,915,680,725,,673,670,,,790,,,,,,,,683,,,,,1195,,810,,,665,672,,650,700,,,,1190,,,665, $790.00 , $765.00 , $740.00 ,LAX,15
USLAX,CA,SANTA CLARITA,,650,,,,485,450,,,570,,,,,,,,,,,,,,,550,,,475,522,,435,,,,,774,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USLAX,CA,SAUGUS,,,,,,,450,,,,,,,,450,,,,,,,,,,550,,,475,,,435,,,,,,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USLAX,CA,TEHACHAPI,,,,,,855,825,,,,,,,,750,,,,,,,,,,,,,1020,,,735,,,,,,,,750, $875.00 , $850.00 , $825.00 ,LAX,15
USLAX,CA,THOUSAND OAKS,,,,,,485,450,,,,,,,,460,,,,,,,,,,550,,,465,,,435,,,,,833,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USLAX,CA,WESTLAKE VILLAGE,,,,,,485,450,,,,,,,,450,,,,,,,,,,550,,,465,,,435,,,,,,,,450, $575.00 , $550.00 , $525.00 ,LAX,15
USLUI,KY,OLATON,,,,,,595,650,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,595, $745.00 , $695.00 , $645.00 ,ORD,15
USMEM,AL,ANNISTON,,,,,,1240,1200,,,,,,,,,,,,,,,,,,1548,,,,1185,,,,,,,,,,1200," $1,350.00 "," $1,300.00 "," $1,275.00 ",ATL,15
USMEM,KY,HOPKINSVILLE,,,,1125,,928,920,,,,,,,,,,,,,,,,,,900,,,,915,,,,,,,,,,915," $1,065.00 "," $1,015.00 ", $965.00 ,ORD,15
USMEM,AL,MADISON,,,,845,,835,850,,,,,,,,,,,,,,,,,,974,,,,820,,,,,,,,,,835, $985.00 , $935.00 , $910.00 ,ATL,15
USMEM,TN,RIPLEY,,,,525,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,,525, $700.00 , $650.00 , $625.00 ,HOU,15
USMES,WI,CADOTT,,,,,,648,450,,,,,,,,,,,,,,,,,,585,,,,465,,,,,,,,,,465, $615.00 , $565.00 , $515.00 ,ORD,15
USMIA,FL,MIMS,,,,,,1065,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065," $1,190.00 "," $1,165.00 "," $1,115.00 ",MIA,15
USMKC,IA,ALBION,,,,,,1215,1250,,,,,,,,1120,,,,,,,,,,1105,,,,,,,,,,,,,,1120," $1,270.00 "," $1,220.00 "," $1,170.00 ",ORD,15
USMKC,MO,CAMDENTON,,,,,,885,875,,,,,,,,790,,,,,,,,,,805,,,,,,,,,,,,,,805, $955.00 , $905.00 , $855.00 ,ORD,15
USMKC,MO,COLUMBIA,,,,,,820,825,,,,,,,,745,,,,,,,,,,730,,,,,,,,,,,,,,745, $895.00 , $845.00 , $795.00 ,ORD,15
USMKC,NE,FALLS CITY,,,,,,785,775,,,,,,,,680,,,,,,,,,,695,,,,,,,,,,,,,,695, $845.00 , $795.00 , $745.00 ,ORD,15
USMKC,MO,SEYMOUR,,,,,,1025,1045,,,,,,,,965,,,,,,,,,,950,,,,,,,,,,,,,,965," $1,115.00 "," $1,065.00 "," $1,015.00 ",ORD,15
USMOB,LA,ABBEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1014,,,,,,,,,,999,,,,1014," $1,139.00 "," $1,114.00 "," $1,064.00 ",MIA,15
USMOB,MS,BAY SAINT LOUIS,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $554.00 , $529.00 ,ATL,15
USMOB,GA,BRONWOOD,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,1039,,,,1054," $1,204.00 "," $1,154.00 "," $1,129.00 ",ATL,15
USMOB,GA,BUENA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,1039,,,,1054," $1,204.00 "," $1,154.00 "," $1,129.00 ",ATL,15
USMOB,LA,CARENCRO,,,,,,,,,,,,,,,,,,,,,,,,,944,,,,,,,,,,929,,,,944," $1,069.00 "," $1,044.00 ", $994.00 ,MIA,15
USMOB,FL,CRESTVIEW,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,469,,,,469, $594.00 , $569.00 , $519.00 ,MIA,15
USMOB,MS,DIAMONDHEAD,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $554.00 , $529.00 ,ATL,15
USMOB,AL,DICKINSON,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $554.00 , $529.00 ,ATL,15
USMOB,AL,EVERGREEN,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $554.00 , $529.00 ,ATL,15
USMOB,LA,HARAHAN,,,,,,610,600,,,,,,,,,,,,,,,,,,675,,,,585,,,,,,,,,,600, $725.00 , $700.00 , $650.00 ,MIA,15
USMOB,GA,HARTSFIELD,,,,,,,,,,,,,,,,,,,,,,,,,1024,,,,,,,,,,1009,,,,1024," $1,174.00 "," $1,124.00 "," $1,099.00 ",ATL,15
USMOB,AL,KIMBERLY,,,,,,,,,,,,,,,,,,,,,,,,,1014,,,,,,,,,,999,,,,1014," $1,164.00 "," $1,114.00 "," $1,089.00 ",ATL,15
USMOB,FL,LAMONT,,,,,,,,,,,,,,,,,,,,,,,,,1014,,,,,,,,,,999,,,,1014," $1,139.00 "," $1,114.00 "," $1,064.00 ",MIA,15
USMOB,LA,MAURICE,,,,,,,,,,,,,,,,,,,,,,,,,974,,,,,,,,,,959,,,,974," $1,099.00 "," $1,074.00 "," $1,024.00 ",MIA,15
USMOB,LA,MORSE,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,1039,,,,1054," $1,179.00 "," $1,154.00 "," $1,104.00 ",MIA,15
USMOB,LA,NEW IBERIA,,,,,,,,,,,,,,,,,,,,,,,,,984,,,,,,,,,,999,,,,999," $1,124.00 "," $1,099.00 "," $1,049.00 ",MIA,15
USMOB,LA,OPELOUSAS,,,,,,,,,,,,,,,,,,,,,,,,,944,,,,,,,,,,929,,,,944," $1,069.00 "," $1,044.00 ", $994.00 ,MIA,15
USMOB,MS,OVETT,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $554.00 , $529.00 ,ATL,15
USMOB,MS,PERKINSTON,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $554.00 , $529.00 ,ATL,15
USMOB,GA,PINE MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,,,984,,,,,,,,,,969,,,,984," $1,134.00 "," $1,084.00 "," $1,059.00 ",ATL,15
USMOB,LA,PORT VINCENT,,,,,,745,730,,,,,,,,,,,,,,,,,,810,,,,715,,,,,,,,,,730, $855.00 , $830.00 , $780.00 ,MIA,15
USMOB,LA,RAYNE,,,,,,,,,,,,,,,,,,,,,,,,,984,,,,,,,,,,969,,,,984," $1,109.00 "," $1,084.00 "," $1,034.00 ",MIA,15
USMOB,AL,RIVERSIDE,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,1039,,,,1054," $1,204.00 "," $1,154.00 "," $1,129.00 ",ATL,15
USMOB,LA,SAINT LANDRY,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,1039,,,,1054," $1,179.00 "," $1,154.00 "," $1,104.00 ",MIA,15
USMOB,GA,SHARPSBURG,,,,,,,,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,1079,,,,1094," $1,244.00 "," $1,194.00 "," $1,169.00 ",ATL,15
USMOB,GA,SHILOH,,,,,,,,,,,,,,,,,,,,,,,,,1054,,,,,,,,,,1039,,,,1054," $1,204.00 "," $1,154.00 "," $1,129.00 ",ATL,15
USMOB,MS,TUPELO,,,,,,,,,,,,,,,,,,,,,,,,,1014,,,,,,,,,,999,,,,1014," $1,164.00 "," $1,114.00 "," $1,089.00 ",ATL,15
USMOB,LA,VILLE PLATTE,,,,,,,,,,,,,,,,,,,,,,,,,1014,,,,,,,,,,999,,,,1014," $1,139.00 "," $1,114.00 "," $1,064.00 ",MIA,15
USMSY,LA,LAKE CHARLES,,,,,,815,800,,,,,,,,,,,,,,,,,,885,,,,,,,,,,,,,,815, $940.00 , $915.00 , $865.00 ,MIA,15
USMSY,LA,ZACHARY,,,,,,510,495,,,,,,,,,,,,,,,,,,575,,,,,,,,,,,,,,510, $635.00 , $610.00 , $560.00 ,MIA,15
USNYC,RI,ALBION,,,,,,,,,,,,,,,,,,,,,,,,,1174,,,,,,,,,,1159,,,,1174," $1,324.00 "," $1,299.00 "," $1,274.00 ",EWR,15
USNYC,PA,ALLENTOWN,,,,,1020,690,690,,,,,,,,,,,,,,,,,,885,,600,,585,,,,,,629,,,,600, $750.00 , $725.00 , $700.00 ,EWR,15
USNYC,PA,CHERRYVILLE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USNYC,PA,DANIELSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USNYC,PA,DUNMORE,,,,,,,745,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,745, $895.00 , $870.00 , $845.00 ,EWR,15
USNYC,NJ,FORT DIX,,,,,,,545,,,,,,,,555,,,,,,,,,,530,,,,,,,,,,,,,,545, $695.00 , $670.00 , $645.00 ,EWR,15
USNYC,NJ,GUTTENBERG,,,,,,,400,,,,,,,,385,,,,,,,,,,435,,,,,,,,,,,,,,400, $550.00 , $525.00 , $500.00 ,EWR,15
USNYC,NJ,HALEDON,,,,,535,,415,,,,,,,,,,,,,,,,,,605,,400,,,,,,,,429,,,,415, $565.00 , $540.00 , $515.00 ,EWR,15
USNYC,RI,HARRISVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,1109,,,,1109," $1,259.00 "," $1,234.00 "," $1,209.00 ",EWR,15
USNYC,NJ,HO HO KUS,,,,,,,430,,,,,,,,415,,,,,,,,,,495,,,,,,,,,,439,,,,430, $580.00 , $555.00 , $530.00 ,EWR,15
USNYC,NJ,MIDLAND PARK,,,,,,,430,,,,,,,,415,,,,,,,,,,495,,,,,,,,,,439,,,,430, $580.00 , $555.00 , $530.00 ,EWR,15
USNYC,NH,MILFORD,,,,,,,1200,,,,,,,,1354,,,,,,,,,,1215,,,,,,,,,,1319,,,,1215," $1,365.00 "," $1,340.00 "," $1,315.00 ",EWR,15
USNYC,NJ,NORTH PLAINFIELD,,,,,385,,400,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,,400, $550.00 , $525.00 , $500.00 ,EWR,15
USNYC,MA,NORTH SCITUATE,,,,,,,,,,,,,,,,,,,,,,,,,1324,,,,,,,,,,1339,,,,1339," $1,489.00 "," $1,464.00 "," $1,439.00 ",EWR,15
USNYC,RI,OAKLAND,,,,,,,,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,1109,,,,1109," $1,259.00 "," $1,234.00 "," $1,209.00 ",EWR,15
USNYC,PA,OLD ZIONSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USNYC,RI,PASCOAG,,,,,,,,,,,,,,,,,,,,,,,,,1094,,,,,,,,,,1109,,,,1109," $1,259.00 "," $1,234.00 "," $1,209.00 ",EWR,15
USNYC,NJ,PATERSON,,,,,425,415,450,,,,,,,,,,,,,,,,,,605,,400,,420,,,,,,419,,,,415, $565.00 , $540.00 , $515.00 ,EWR,15
USNYC,NY,RENSSELAER,,,,,1196,,946,,,,,,,,,,,,,,,,,,1050,,850,,835,,,,,,959,,,,850," $1,000.00 ", $975.00 , $950.00 ,EWR,15
USNYC,NJ,SADDLE RIVER,,,,,,,430,,,,,,,,415,,,,,,,,,,495,,,,,,,,,,449,,,,430, $580.00 , $555.00 , $530.00 ,EWR,15
USNYC,PA,SALFORD,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USNYC,NJ,SOUTH KEARNY,,,,,,,400,,,,,,,,385,,,,,,,,,,420,,,,,,,,,,,,,,400, $550.00 , $525.00 , $500.00 ,EWR,15
USNYC,PA,SUMNEYTOWN,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USNYC,NJ,TOMS RIVER,,,,,645,,505,,,,,,,,,,,,,,,,,,655,,,,520,,,,,,529,,,,520, $670.00 , $645.00 , $620.00 ,EWR,15
USNYC,PA,TREXLERTOWN,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USNYC,DC,WASHINGTON,,,,,1185,,1200,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,1399,,,,1200," $1,350.00 "," $1,325.00 "," $1,300.00 ",EWR,15
USNYC,PA,WOXALL,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USOAK,CA,LOST HILLS,,,,,,1090,1015,,,,,,,,,,,,,,,,,,1175,,,1000,,,985,,,,,,,,1000," $1,125.00 "," $1,100.00 "," $1,075.00 ",LAX,15
USORF,NC,ADVANCE,,,,,,,1225,,,,,,,,1144,,,,,,,,,,,,,,,,,,,,1129,,,,1144," $1,294.00 "," $1,244.00 "," $1,219.00 ",ATL,15
USORF,NJ,DELMONT,,,,,,,,,,,,,,,,,,,,,,,,,1204,,,,,,,,,,1189,,,,1204," $1,354.00 "," $1,329.00 "," $1,304.00 ",EWR,15
USORF,NJ,EGG HARBOR CITY,,,,,,,,,,,,,,,,,,,,,,,,,1204,,,,,,,,,,1189,,,,1204," $1,354.00 "," $1,329.00 "," $1,304.00 ",EWR,15
USORF,VA,EXMORE,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $579.00 , $554.00 ,EWR,15
USORF,VA,FRANKTOWN,,,,,,,,,,,,,,,,,,,,,,,,,454,,,,,,,,,,439,,,,454, $604.00 , $579.00 , $554.00 ,EWR,15
USORF,PA,MCSHERRYSTOWN,,,,,,,1240,,,,,,,,1255,,,,,,,,,,1283,,,,,,,,,,,,,,1255," $1,405.00 "," $1,380.00 "," $1,355.00 ",EWR,15
USORF,PA,MODENA,,,,,,,,,,,,,,,,,,,,,,,,,1084,,,,,,,,,,1069,,,,1084," $1,234.00 "," $1,209.00 "," $1,184.00 ",EWR,15
USORF,NC,MURFREESBORO,,,,,,,450,,,,,,,,414,,,,,,,,,,,,,,,,,,,,429,,,,429, $579.00 , $529.00 , $504.00 ,ATL,15
USORF,PA,NEW CUMBERLAND,,,,,,,1365,,,,,,,,1350,,,,,,,,,,1387,,,,,,,,,,,,,,1365," $1,515.00 "," $1,490.00 "," $1,465.00 ",EWR,15
USORF,NJ,PITMAN,,,,,,,,,,,,,,,,,,,,,,,,,1084,,,,,,,,,,1069,,,,1084," $1,234.00 "," $1,209.00 "," $1,184.00 ",EWR,15
USORF,NJ,PORT NORRIS,,,,,,,,,,,,,,,,,,,,,,,,,1204,,,,,,,,,,1189,,,,1204," $1,354.00 "," $1,329.00 "," $1,304.00 ",EWR,15
USORF,VA,SOUTH CHESTERFIELD,,,,,,,475,,,,,,,,,,,,,,,,,,560,,,,460,,,,,,,,,,475, $625.00 , $600.00 , $575.00 ,EWR,15
USORF,VA,VIRGINIA BEACH,,,,,,,315,,,,,,,,300,,,,,,,,,,395,,,,340,,,,,,359,,,,315, $465.00 , $440.00 , $415.00 ,EWR,15
USORF,NC,WADESBORO,,,,,,,1280,,,,,,,,1204,,,,,,,,,,,,,,,,,,,,1189,,,,1204," $1,354.00 "," $1,304.00 "," $1,279.00 ",ATL,15
USORF,NC,WINSTON SALEM,,,,,,,1130,,,,,,,,1054,,,,,,,,,,1219,,,,,,,,,,1069,,,,1069," $1,219.00 "," $1,169.00 "," $1,144.00 ",ATL,15
USPDX,OR,AURORA,,,,,,,330,,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,330, $455.00 , $425.00 , $380.00 ,SEA,15
USPDX,OR,CANBY,,,,,,,330,,,,,,,,315,,,,,,,,,,380,,,,600,,,,,,,,,,330, $455.00 , $425.00 , $380.00 ,SEA,15
USPDX,OR,MOLALLA,,,,,,,350,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,350, $475.00 , $445.00 , $400.00 ,SEA,15
USPEF,FL,NORTH MIAMI BEACH,,,,,,445,430,,,,,,,,,,,,,,,,,,445,,,,,,,,,,,,,,445, $570.00 , $545.00 , $495.00 ,MIA,15
USPHL,PA,ANNVILLE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USPHL,NY,BROCKPORT,,,,,,,2050,,,,,,,,2065,,,,,,,,,,,,,,,,,,,,,,,,2065," $2,215.00 "," $2,190.00 "," $2,165.00 ",EWR,15
USPHL,NY,EARLVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1169,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,15
USPHL,NY,EAST SCHODACK,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1139,,,,1154," $1,304.00 "," $1,279.00 "," $1,254.00 ",EWR,15
USPHL,MD,FALLSTON,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPHL,PA,FAWN GROVE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPHL,NY,GEORGETOWN,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1169,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,15
USPHL,PA,GIBSONIA,,,,,,,1970,,,,,,,,1985,,,,,,,,,,,,,,,,,,,,,,,,1985," $2,135.00 "," $2,110.00 "," $2,085.00 ",EWR,15
USPHL,PA,GILBERT,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USPHL,NY,GROTON,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1169,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,15
USPHL,PA,IMPERIAL,,,,,,,1885,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,,,,,1900," $2,050.00 "," $2,025.00 "," $2,000.00 ",EWR,15
USPHL,MD,JARRETTSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPHL,PA,LANSFORD,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USPHL,NY,LOCKE,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1169,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,15
USPHL,PA,MANHEIM,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPHL,PA,MOUNT BETHEL,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USPHL,PA,MYERSTOWN,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPHL,NY,NASSAU,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1139,,,,1154," $1,304.00 "," $1,279.00 "," $1,254.00 ",EWR,15
USPHL,NY,RENSSELAERVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1139,,,,1154," $1,304.00 "," $1,279.00 "," $1,254.00 ",EWR,15
USPHL,PA,SCIOTA,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USPHL,NY,SLINGERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1139,,,,1154," $1,304.00 "," $1,279.00 "," $1,254.00 ",EWR,15
USPHL,NY,STAMFORD,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1139,,,,1154," $1,304.00 "," $1,279.00 "," $1,254.00 ",EWR,15
USPHL,PA,SUMMIT HILL,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,659,,,,659, $809.00 , $784.00 , $759.00 ,EWR,15
USPHL,NY,TROY,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1169,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,15
USPHL,NY,TULLY,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,,,1169,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,15
USPHL,MD,UPPER FALLS,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPHL,PA,WASHINGTON BORO,,,,,,,,,,,,,,,,,,,,,,,,,644,,,,,,,,,,629,,,,644, $794.00 , $769.00 , $744.00 ,EWR,15
USPIT,OH,CLEVELAND,,,,,,,875,,,,,,,,882,,,,,,,,,,860,,,,,,,,,,,,,,875," $1,025.00 ", $975.00 , $925.00 ,ORD,15
USPIT,PA,CRYSTAL SPRING,,,,,,,650,,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,,650, $800.00 , $775.00 , $750.00 ,EWR,15
USPIT,PA,N HUNTINGDON,,225,,375,,240,245,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,240, $390.00 , $365.00 , $340.00 ,EWR,15
USSAV,FL,ALACHUA,,,,,,835,825,,,,,,,,845,,,,,,,,,,810,,,,,,,,,,869,,,,825, $950.00 , $925.00 , $875.00 ,MIA,15
USSAV,GA,BLOOMINGDALE,,,,,,255,255,,,,,,,,210,,,,,,,,,265,320,,,,225,,,,,,269,,,,225, $375.00 , $325.00 , $300.00 ,ATL,15
USSAV,GA,CAIRO,,,,,,860,850,,,,,,,,870,,,,,,,,,,835,,,,,,,,,,929,,,,850," $1,000.00 ", $950.00 , $925.00 ,ATL,15
USSAV,GA,CARTERSVILLE,,,,,,1090,1075,,,,,,,,1100,,,,,,,,,,1114,,,,,,,,,,1139,,,,1090," $1,240.00 "," $1,190.00 "," $1,165.00 ",ATL,15
USSAV,FL,DAYTONA BEACH,,,,,,865,850,,,,,,,,875,,,,,,,,,,895,,,,,,,,,,929,,,,865, $990.00 , $965.00 , $915.00 ,MIA,15
USSAV,GA,DULUTH,,,,1085,,1035,1050,,,,,,,,,,,,,,,,970,1045,1004,,,,985,,,,,,1059,,,,985," $1,135.00 "," $1,085.00 "," $1,060.00 ",ATL,15
USSAV,GA,ELBERTON,,,,,,835,825,,,,,,,,845,,,,,,,,,,810,,,,,,,,,,869,,,,825, $975.00 , $925.00 , $900.00 ,ATL,15
USSAV,NC,GLENWOOD,,,,,,1170,1125,,,,,,,,,,,,,,,,,1180,1133,,,,1110,,,,,,,,,,1125," $1,275.00 "," $1,225.00 "," $1,200.00 ",ATL,15
USSAV,TN,GREENEVILLE,,,,,,1403,1425,,,,,,,,1413,,,,,,,,,,1388,,,,,,,,,,,,,,1403," $1,578.00 "," $1,528.00 "," $1,503.00 ",HOU,15
USSAV,GA,GRIFFIN,,,,,,855,875,,,,,,,,,,,,,,,,,865,810,,,,795,,,,,,889,,,,810, $960.00 , $910.00 , $885.00 ,ATL,15
USSAV,FL,LAMONT,,,,,,,,,,,,,,,,,,,,,,,,,894,,,,,,,,,,909,,,,909," $1,034.00 "," $1,009.00 ", $959.00 ,MIA,15
USSAV,GA,OCHLOCKNEE,,,,,,870,850,,,,,,,,880,,,,,,,,,,835,,,,,,,,,,899,,,,850," $1,000.00 ", $950.00 , $925.00 ,ATL,15
USSAV,GA,PORTERDALE,,,,,,850,850,,,,,,,,860,,,,,,,,,,835,,,,,,,,,,,,,,850," $1,000.00 ", $950.00 , $925.00 ,ATL,15
USSAV,GA,SOCIAL CIRCLE,,,,,,850,850,,,,,,,,860,,,,,,,,,,835,,,,,,,,,,919,,,,850," $1,000.00 ", $950.00 , $925.00 ,ATL,15
USSAV,GA,STONE MOUNTAIN,,,,1075,,985,975,,,,,,,,,,,,,,,,940,995,960,,,,925,,,,,,1019,,,,940," $1,090.00 "," $1,040.00 "," $1,015.00 ",ATL,15
USSAV,SC,UNION,,,,,,850,850,,,,,,,,860,,,,,,,,,,835,,,,,,,,,,919,,,,850," $1,000.00 ", $950.00 , $925.00 ,ATL,15
USSAV,FL,ZEPHYRHILLS,,,,,,1195,1125,,,,,,,,,,,,,,,,,1205,1158,,,,1140,,,,,,,,,,1140," $1,265.00 "," $1,240.00 "," $1,190.00 ",MIA,15
USSEA,OR,AMITY,,,,,,,945,,,,,,,,960,,,,,,,,,,,,,,,,1280,,,,,,,,960," $1,085.00 "," $1,055.00 "," $1,010.00 ",SEA,15
USSEA,WA,CAMAS,,,,,,,825,,,,,,,,840,,,,,,,,,,,,,,,,1060,,,,,,,,840, $965.00 , $935.00 , $890.00 ,SEA,15
USSEA,WA,ISSAQUAH,,,,,,360,325,,,,,,,,,,,,,,,,500,,420,,,,340,,310,,,,,,,,325, $450.00 , $420.00 , $375.00 ,SEA,15
USSEA,OR,MCMINNVILLE,,,,,,,945,,,,,,,,960,,,,,,,,,,,,,,,,1080,,,,,,,,960," $1,085.00 "," $1,055.00 "," $1,010.00 ",SEA,15
USSEA,WA,MONROE,,,,,,,355,,,,,,,,,,,,,,,,,,500,,,,345,,330,,,,,,,,345, $470.00 , $440.00 , $395.00 ,SEA,15
USSEA,WA,POULSBO,,,,,,,620,,,,,,,,,,,,,,,,,,695,,,,475,,490,,,,,,,,490, $615.00 , $585.00 , $540.00 ,SEA,15
USSEA,WA,SUMNER,,,,,,355,350,,,,,,,,,,,,,,,,475,,500,,,,295,,310,,,,,,,,310, $435.00 , $405.00 , $360.00 ,SEA,15
USSLC,UT,ALPINE,,,,,,,285,,,,,205,220,255,255,,,,,,,,,,350,,,,,,,,,,,,,,220, $345.00 , $320.00 , $295.00 ,LAX,15
USSLC,ID,BURLEY,,,,,,,685,,,,,,670,695,655,,,,,,,,,,760,,,,,,,,,,,,,,670, $795.00 , $765.00 , $720.00 ,SEA,15
